#,year,openrank
1,2015,3446465.4499487933
2,2016,6515593.090971027
3,2017,8172878.203049533
4,2018,9697487.812482674
5,2019,11146298.437032234
6,2020,13568215.841889597
7,2021,14999307.28937025
8,2022,16011006.112554856
9,2023,18396442.606390268
